Country,Indicator,Value,Rank,Country_with_rank
Northern Mariana Islands,Population ages 65+ share,9.8,95,95. Northern Mariana Islands
"Venezuela, RB",Population ages 65+ share,9.7,96,"96. Venezuela, RB"
St. Lucia,Population ages 65+ share,9.6,97,97. St. Lucia
Tunisia,Population ages 65+ share,9.5,98,98. Tunisia
Panama,Population ages 65+ share,9.4,99,99. Panama
Peru,Population ages 65+ share,9.2,100,100. Peru
Cayman Islands,Population ages 65+ share,9,101,101. Cayman Islands
Viet Nam,Population ages 65+ share,9,102,102. Viet Nam
Kazakhstan,Population ages 65+ share,8.7,103,103. Kazakhstan
Azerbaijan,Population ages 65+ share,8.6,104,104. Azerbaijan
Seychelles,Population ages 65+ share,8.5,105,105. Seychelles
Ecuador,Population ages 65+ share,8.3,106,106. Ecuador
"Iran, Islamic Rep.",Population ages 65+ share,8.2,107,"107. Iran, Islamic Rep."
Jamaica,Population ages 65+ share,8.2,108,108. Jamaica
Mexico,Population ages 65+ share,8.2,109,109. Mexico
El Salvador,Population ages 65+ share,8.1,110,110. El Salvador
Morocco,Population ages 65+ share,8.1,111,111. Morocco
American Samoa,Population ages 65+ share,8,112,112. American Samoa
Dominican Republic,Population ages 65+ share,7.9,113,113. Dominican Republic
Suriname,Population ages 65+ share,7.9,114,114. Suriname
Malaysia,Population ages 65+ share,7.7,115,115. Malaysia
Indonesia,Population ages 65+ share,7.3,116,116. Indonesia
Myanmar,Population ages 65+ share,7.3,117,117. Myanmar
India,Population ages 65+ share,7.1,118,118. India
Brunei Darussalam,Population ages 65+ share,6.9,119,119. Brunei Darussalam
Cabo Verde,Population ages 65+ share,6.9,120,120. Cabo Verde
Guyana,Population ages 65+ share,6.7,121,121. Guyana
South Africa,Population ages 65+ share,6.7,122,122. South Africa
Tonga,Population ages 65+ share,6.7,123,123. Tonga
Tuvalu,Population ages 65+ share,6.7,124,124. Tuvalu
Algeria,Population ages 65+ share,6.6,125,125. Algeria
Bangladesh,Population ages 65+ share,6.5,126,126. Bangladesh
Bhutan,Population ages 65+ share,6.5,127,127. Bhutan
Fiji,Population ages 65+ share,6.5,128,128. Fiji
Nepal,Population ages 65+ share,6.5,129,129. Nepal
Paraguay,Population ages 65+ share,6.5,130,130. Paraguay
Cambodia,Population ages 65+ share,6.2,131,131. Cambodia
"Micronesia, Fed. Sts.",Population ages 65+ share,5.9,132,"132. Micronesia, Fed. Sts."
Samoa,Population ages 65+ share,5.9,133,133. Samoa
Uzbekistan,Population ages 65+ share,5.9,134,134. Uzbekistan
Kyrgyz Republic,Population ages 65+ share,5.7,135,135. Kyrgyz Republic
Bolivia,Population ages 65+ share,5.6,136,136. Bolivia
Nicaragua,Population ages 65+ share,5.5,137,137. Nicaragua
Philippines,Population ages 65+ share,5.5,138,138. Philippines
Timor-Leste,Population ages 65+ share,5.3,139,139. Timor-Leste
"Egypt, Arab Rep.",Population ages 65+ share,5.1,140,"140. Egypt, Arab Rep."
Mongolia,Population ages 65+ share,5.1,141,141. Mongolia
Belize,Population ages 65+ share,5,142,142. Belize
Libya,Population ages 65+ share,5,143,143. Libya
Djibouti,Population ages 65+ share,4.9,144,144. Djibouti
Guatemala,Population ages 65+ share,4.8,145,145. Guatemala
Haiti,Population ages 65+ share,4.7,146,146. Haiti
Lao PDR,Population ages 65+ share,4.7,147,147. Lao PDR
Syrian Arab Republic,Population ages 65+ share,4.7,148,148. Syrian Arab Republic
Maldives,Population ages 65+ share,4.6,149,149. Maldives
Marshall Islands,Population ages 65+ share,4.6,150,150. Marshall Islands
Comoros,Population ages 65+ share,4.5,151,151. Comoros
Jordan,Population ages 65+ share,4.5,152,152. Jordan
Turkmenistan,Population ages 65+ share,4.5,153,153. Turkmenistan
Honduras,Population ages 65+ share,4.4,154,154. Honduras
Eswatini,Population ages 65+ share,4.3,155,155. Eswatini
Pakistan,Population ages 65+ share,4.3,156,156. Pakistan
Vanuatu,Population ages 65+ share,4.3,157,157. Vanuatu
Eritrea,Population ages 65+ share,4.2,158,158. Eritrea
Kiribati,Population ages 65+ share,4.2,159,159. Kiribati
Gabon,Population ages 65+ share,4.1,160,160. Gabon
Botswana,Population ages 65+ share,4,161,161. Botswana
Bahrain,Population ages 65+ share,3.9,162,162. Bahrain
Lesotho,Population ages 65+ share,3.9,163,163. Lesotho
Rwanda,Population ages 65+ share,3.9,164,164. Rwanda
Sao Tome and Principe,Population ages 65+ share,3.9,165,165. Sao Tome and Principe
Tajikistan,Population ages 65+ share,3.9,166,166. Tajikistan
West Bank and Gaza,Population ages 65+ share,3.8,167,167. West Bank and Gaza
Equatorial Guinea,Population ages 65+ share,3.7,168,168. Equatorial Guinea
Ghana,Population ages 65+ share,3.7,169,169. Ghana
Namibia,Population ages 65+ share,3.7,170,170. Namibia
Senegal,Population ages 65+ share,3.6,171,171. Senegal
Solomon Islands,Population ages 65+ share,3.6,172,172. Solomon Islands
Zimbabwe,Population ages 65+ share,3.6,173,173. Zimbabwe
Guinea,Population ages 65+ share,3.5,174,174. Guinea
Papua New Guinea,Population ages 65+ share,3.5,175,175. Papua New Guinea
Iraq,Population ages 65+ share,3.4,176,176. Iraq
Madagascar,Population ages 65+ share,3.4,177,177. Madagascar
Liberia,Population ages 65+ share,3.3,178,178. Liberia
Sudan,Population ages 65+ share,3.3,179,179. Sudan
Ethiopia,Population ages 65+ share,3.2,180,180. Ethiopia
Guinea-Bissau,Population ages 65+ share,3.2,181,181. Guinea-Bissau
Mauritania,Population ages 65+ share,3.2,182,182. Mauritania
Sierra Leone,Population ages 65+ share,3.2,183,183. Sierra Leone
Togo,Population ages 65+ share,3.2,184,184. Togo
Benin,Population ages 65+ share,3.1,185,185. Benin
"Congo, Dem. Rep.",Population ages 65+ share,3.1,186,"186. Congo, Dem. Rep."
"Gambia, The",Population ages 65+ share,3.1,187,"187. Gambia, The"
Kuwait,Population ages 65+ share,3.1,188,188. Kuwait
"Congo, Rep.",Population ages 65+ share,3,189,"189. Congo, Rep."
Kenya,Population ages 65+ share,3,190,190. Kenya
Nigeria,Population ages 65+ share,3,191,191. Nigeria
Saudi Arabia,Population ages 65+ share,3,192,192. Saudi Arabia
South Sudan,Population ages 65+ share,3,193,193. South Sudan
Tanzania,Population ages 65+ share,3,194,194. Tanzania
Angola,Population ages 65+ share,2.9,195,195. Angola
Nauru,Population ages 65+ share,2.9,196,196. Nauru
Cameroon,Population ages 65+ share,2.8,197,197. Cameroon
Mozambique,Population ages 65+ share,2.8,198,198. Mozambique
Burkina Faso,Population ages 65+ share,2.7,199,199. Burkina Faso
Cote d'Ivoire,Population ages 65+ share,2.6,200,200. Cote d'Ivoire
Malawi,Population ages 65+ share,2.6,201,201. Malawi
Niger,Population ages 65+ share,2.6,202,202. Niger
Oman,Population ages 65+ share,2.6,203,203. Oman
"Somalia, Fed. Rep.",Population ages 65+ share,2.6,204,"204. Somalia, Fed. Rep."
Burundi,Population ages 65+ share,2.5,205,205. Burundi
"Yemen, Rep.",Population ages 65+ share,2.5,206,"206. Yemen, Rep."
Afghanistan,Population ages 65+ share,2.4,207,207. Afghanistan
Mali,Population ages 65+ share,2.4,208,208. Mali
Central African Republic,Population ages 65+ share,2.2,209,209. Central African Republic
Uganda,Population ages 65+ share,2.2,210,210. Uganda
Chad,Population ages 65+ share,2.1,211,211. Chad
Zambia,Population ages 65+ share,1.9,212,212. Zambia
United Arab Emirates,Population ages 65+ share,1.8,213,213. United Arab Emirates
Qatar,Population ages 65+ share,1.7,214,214. Qatar
China,Publications,898.9,1,1. China
United States,Publications,457.3,2,2. United States
India,Publications,207.4,3,3. India
Germany,Publications,114,4,4. Germany
United Kingdom,Publications,105.6,5,5. United Kingdom
Japan,Publications,103.7,6,6. Japan
Italy,Publications,90.6,7,7. Italy
Russian Federation,Publications,84.3,8,8. Russian Federation
"Korea, Rep.",Publications,76.9,9,"9. Korea, Rep."
Canada,Publications,69.1,10,10. Canada
Spain,Publications,67.1,11,11. Spain
Brazil,Publications,67,12,12. Brazil
France,Publications,65.9,13,13. France
Australia,Publications,62.3,14,14. Australia
"Iran, Islamic Rep.",Publications,60.9,15,"15. Iran, Islamic Rep."
Turkiye,Publications,52.7,16,16. Turkiye
Poland,Publications,37.4,17,17. Poland
Netherlands,Publications,34.3,18,18. Netherlands
Indonesia,Publications,31.9,19,19. Indonesia
Malaysia,Publications,26.5,20,20. Malaysia
Saudi Arabia,Publications,25.8,21,21. Saudi Arabia
Switzerland,Publications,24.2,22,22. Switzerland
"Egypt, Arab Rep.",Publications,24,23,"23. Egypt, Arab Rep."
Pakistan,Publications,22.6,24,24. Pakistan
Sweden,Publications,22.4,25,25. Sweden
Mexico,Publications,21,26,26. Mexico
Portugal,Publications,19.6,27,27. Portugal
Thailand,Publications,18.5,28,28. Thailand
Belgium,Publications,17.6,29,29. Belgium
South Africa,Publications,16.7,30,30. South Africa
Denmark,Publications,16.1,31,31. Denmark
Israel,Publications,15.4,32,32. Israel
Greece,Publications,15.1,33,33. Greece
Austria,Publications,14.5,34,34. Austria
Czechia,Publications,14.4,35,35. Czechia
Norway,Publications,14.1,36,36. Norway
Iraq,Publications,13.4,37,37. Iraq
Ukraine,Publications,13.2,38,38. Ukraine
Singapore,Publications,12.7,39,39. Singapore
Finland,Publications,12,40,40. Finland
Romania,Publications,11.7,41,41. Romania
Viet Nam,Publications,10.5,42,42. Viet Nam
Colombia,Publications,9.7,43,43. Colombia
Nigeria,Publications,9.4,44,44. Nigeria
Ireland,Publications,9.3,45,45. Ireland
New Zealand,Publications,9.2,46,46. New Zealand
Argentina,Publications,9.1,47,47. Argentina
Chile,Publications,9.1,48,48. Chile
Hungary,Publications,8.8,49,49. Hungary
Morocco,Publications,8.4,50,50. Morocco
Algeria,Publications,7.6,51,51. Algeria
Ethiopia,Publications,7.2,52,52. Ethiopia
Bangladesh,Publications,7.1,53,53. Bangladesh
United Arab Emirates,Publications,6.4,54,54. United Arab Emirates
Croatia,Publications,5.7,55,55. Croatia
Tunisia,Publications,5.7,56,56. Tunisia
Serbia,Publications,5.4,57,57. Serbia
Slovak Republic,Publications,5.4,58,58. Slovak Republic
Jordan,Publications,5.2,59,59. Jordan
Bulgaria,Publications,4.8,60,60. Bulgaria
Peru,Publications,4.6,61,61. Peru
Slovenia,Publications,4.1,62,62. Slovenia
Philippines,Publications,4,63,63. Philippines
Ecuador,Publications,3.6,64,64. Ecuador
Kazakhstan,Publications,3.6,65,65. Kazakhstan
Ghana,Publications,3.1,66,66. Ghana
Lithuania,Publications,3.1,67,67. Lithuania
Qatar,Publications,2.6,68,68. Qatar
Sri Lanka,Publications,2.5,69,69. Sri Lanka
Uzbekistan,Publications,2.2,70,70. Uzbekistan
Lebanon,Publications,2.1,71,71. Lebanon
Kenya,Publications,2,72,72. Kenya
Cyprus,Publications,1.9,73,73. Cyprus
Estonia,Publications,1.8,74,74. Estonia
Latvia,Publications,1.7,75,75. Latvia
Nepal,Publications,1.7,76,76. Nepal
Oman,Publications,1.6,77,77. Oman
Belarus,Publications,1.5,78,78. Belarus
Cameroon,Publications,1.5,79,79. Cameroon
Kuwait,Publications,1.3,80,80. Kuwait
Azerbaijan,Publications,1.2,81,81. Azerbaijan
Cuba,Publications,1.2,82,82. Cuba
Luxembourg,Publications,1.2,83,83. Luxembourg
Tanzania,Publications,1.2,84,84. Tanzania
Uganda,Publications,1.2,85,85. Uganda
Uruguay,Publications,1.1,86,86. Uruguay
Bosnia and Herzegovina,Publications,1,87,87. Bosnia and Herzegovina
Iceland,Publications,0.8,88,88. Iceland
Armenia,Publications,0.7,89,89. Armenia
Bahrain,Publications,0.7,90,90. Bahrain
Costa Rica,Publications,0.7,91,91. Costa Rica
West Bank and Gaza,Publications,0.7,92,92. West Bank and Gaza
Georgia,Publications,0.6,93,93. Georgia
Malta,Publications,0.6,94,94. Malta
Puerto Rico (US),Publications,0.6,95,95. Puerto Rico (US)
Syrian Arab Republic,Publications,0.6,96,96. Syrian Arab Republic
Zimbabwe,Publications,0.6,97,97. Zimbabwe
North Macedonia,Publications,0.5,98,98. North Macedonia
Senegal,Publications,0.5,99,99. Senegal
Sudan,Publications,0.5,100,100. Sudan
"Venezuela, RB",Publications,0.5,101,"101. Venezuela, RB"
Benin,Publications,0.4,102,102. Benin
Botswana,Publications,0.4,103,103. Botswana
Brunei Darussalam,Publications,0.4,104,104. Brunei Darussalam
Burkina Faso,Publications,0.4,105,105. Burkina Faso
Kosovo,Publications,0.4,106,106. Kosovo
Libya,Publications,0.4,107,107. Libya
Malawi,Publications,0.4,108,108. Malawi
Panama,Publications,0.4,109,109. Panama
Rwanda,Publications,0.4,110,110. Rwanda
"Yemen, Rep.",Publications,0.4,111,"111. Yemen, Rep."
Cote d'Ivoire,Publications,0.3,112,112. Cote d'Ivoire
"Korea, Dem. People's Rep.",Publications,0.3,113,"113. Korea, Dem. People's Rep."
Moldova,Publications,0.3,114,114. Moldova
Mongolia,Publications,0.3,115,115. Mongolia
Montenegro,Publications,0.3,116,116. Montenegro
Trinidad and Tobago,Publications,0.3,117,117. Trinidad and Tobago
Zambia,Publications,0.3,118,118. Zambia
Afghanistan,Publications,0.2,119,119. Afghanistan
Albania,Publications,0.2,120,120. Albania
Bolivia,Publications,0.2,121,121. Bolivia
Cambodia,Publications,0.2,122,122. Cambodia
"Congo, Dem. Rep.",Publications,0.2,123,"123. Congo, Dem. Rep."
Fiji,Publications,0.2,124,124. Fiji
Honduras,Publications,0.2,125,125. Honduras
Jamaica,Publications,0.2,126,126. Jamaica
Kyrgyz Republic,Publications,0.2,127,127. Kyrgyz Republic
Madagascar,Publications,0.2,128,128. Madagascar
Mauritius,Publications,0.2,129,129. Mauritius
Mozambique,Publications,0.2,130,130. Mozambique
Myanmar,Publications,0.2,131,131. Myanmar
Namibia,Publications,0.2,132,132. Namibia
Paraguay,Publications,0.2,133,133. Paraguay
Barbados,Publications,0.1,134,134. Barbados
Bhutan,Publications,0.1,135,135. Bhutan
"Congo, Rep.",Publications,0.1,136,"136. Congo, Rep."
Dominican Republic,Publications,0.1,137,137. Dominican Republic
El Salvador,Publications,0.1,138,138. El Salvador
Gabon,Publications,0.1,139,139. Gabon
"Gambia, The",Publications,0.1,140,"140. Gambia, The"
Grenada,Publications,0.1,141,141. Grenada
Guatemala,Publications,0.1,142,142. Guatemala
Lao PDR,Publications,0.1,143,143. Lao PDR
Mali,Publications,0.1,144,144. Mali
Monaco,Publications,0.1,145,145. Monaco
Niger,Publications,0.1,146,146. Niger
Papua New Guinea,Publications,0.1,147,147. Papua New Guinea
Sierra Leone,Publications,0.1,148,148. Sierra Leone
"Somalia, Fed. Rep.",Publications,0.1,149,"149. Somalia, Fed. Rep."
Tajikistan,Publications,0.1,150,150. Tajikistan
Togo,Publications,0.1,151,151. Togo
Andorra,Publications,0,152,152. Andorra
Angola,Publications,0,153,153. Angola
Antigua and Barbuda,Publications,0,154,154. Antigua and Barbuda
"Bahamas, The",Publications,0,155,"155. Bahamas, The"
Belize,Publications,0,156,156. Belize
Burundi,Publications,0,157,157. Burundi
Cabo Verde,Publications,0,158,158. Cabo Verde
Central African Republic,Publications,0,159,159. Central African Republic
Chad,Publications,0,160,160. Chad
Comoros,Publications,0,161,161. Comoros
Djibouti,Publications,0,162,162. Djibouti
Dominica,Publications,0,163,163. Dominica
Equatorial Guinea,Publications,0,164,164. Equatorial Guinea
Eritrea,Publications,0,165,165. Eritrea
Eswatini,Publications,0,166,166. Eswatini
Greenland,Publications,0,167,167. Greenland
Guinea,Publications,0,168,168. Guinea
Guinea-Bissau,Publications,0,169,169. Guinea-Bissau
Guyana,Publications,0,170,170. Guyana
Haiti,Publications,0,171,171. Haiti
Kiribati,Publications,0,172,172. Kiribati
Lesotho,Publications,0,173,173. Lesotho
Liberia,Publications,0,174,174. Liberia
Liechtenstein,Publications,0,175,175. Liechtenstein
Maldives,Publications,0,176,176. Maldives
Marshall Islands,Publications,0,177,177. Marshall Islands
Mauritania,Publications,0,178,178. Mauritania
"Micronesia, Fed. Sts.",Publications,0,179,"179. Micronesia, Fed. Sts."
Nauru,Publications,0,180,180. Nauru
Nicaragua,Publications,0,181,181. Nicaragua
Palau,Publications,0,182,182. Palau
Samoa,Publications,0,183,183. Samoa
San Marino,Publications,0,184,184. San Marino
Sao Tome and Principe,Publications,0,185,185. Sao Tome and Principe
Seychelles,Publications,0,186,186. Seychelles
Solomon Islands,Publications,0,187,187. Solomon Islands
South Sudan,Publications,0,188,188. South Sudan
St. Kitts and Nevis,Publications,0,189,189. St. Kitts and Nevis
St. Lucia,Publications,0,190,190. St. Lucia
St. Vincent and the Grenadines,Publications,0,191,191. St. Vincent and the Grenadines
Suriname,Publications,0,192,192. Suriname
Timor-Leste,Publications,0,193,193. Timor-Leste
Tonga,Publications,0,194,194. Tonga
Turkmenistan,Publications,0,195,195. Turkmenistan
Tuvalu,Publications,0,196,196. Tuvalu
Vanuatu,Publications,0,197,197. Vanuatu
Israel,R&D (% of GDP),5.8,1,1. Israel
"Korea, Rep.",R&D (% of GDP),4.9,2,"2. Korea, Rep."
United States,R&D (% of GDP),3.5,3,3. United States
Belgium,R&D (% of GDP),3.4,4,4. Belgium
Sweden,R&D (% of GDP),3.4,5,5. Sweden
Austria,R&D (% of GDP),3.3,6,6. Austria
Japan,R&D (% of GDP),3.3,7,7. Japan
Switzerland,R&D (% of GDP),3.3,8,8. Switzerland
Germany,R&D (% of GDP),3.1,9,9. Germany
Finland,R&D (% of GDP),3,10,10. Finland
United Kingdom,R&D (% of GDP),2.9,11,11. United Kingdom
Denmark,R&D (% of GDP),2.8,12,12. Denmark
Iceland,R&D (% of GDP),2.8,13,13. Iceland
China,R&D (% of GDP),2.4,14,14. China
Netherlands,R&D (% of GDP),2.3,15,15. Netherlands
France,R&D (% of GDP),2.2,16,16. France
Slovenia,R&D (% of GDP),2.1,17,17. Slovenia
Czechia,R&D (% of GDP),2,18,18. Czechia
Australia,R&D (% of GDP),1.9,19,19. Australia
Canada,R&D (% of GDP),1.9,20,20. Canada
Norway,R&D (% of GDP),1.9,21,21. Norway
Estonia,R&D (% of GDP),1.8,22,22. Estonia
Portugal,R&D (% of GDP),1.7,23,23. Portugal
Hungary,R&D (% of GDP),1.6,24,24. Hungary
Greece,R&D (% of GDP),1.5,25,25. Greece
New Zealand,R&D (% of GDP),1.5,26,26. New Zealand
United Arab Emirates,R&D (% of GDP),1.5,27,27. United Arab Emirates
Italy,R&D (% of GDP),1.4,28,28. Italy
Poland,R&D (% of GDP),1.4,29,29. Poland
Spain,R&D (% of GDP),1.4,30,30. Spain
Turkiye,R&D (% of GDP),1.4,31,31. Turkiye
Croatia,R&D (% of GDP),1.2,32,32. Croatia
Thailand,R&D (% of GDP),1.2,33,33. Thailand
Ireland,R&D (% of GDP),1.1,34,34. Ireland
Lithuania,R&D (% of GDP),1.1,35,35. Lithuania
"Hong Kong SAR, China",R&D (% of GDP),1,36,"36. Hong Kong SAR, China"
Luxembourg,R&D (% of GDP),1,37,37. Luxembourg
Russian Federation,R&D (% of GDP),1,38,38. Russian Federation
Serbia,R&D (% of GDP),1,39,39. Serbia
"Egypt, Arab Rep.",R&D (% of GDP),0.9,40,"40. Egypt, Arab Rep."
Slovak Republic,R&D (% of GDP),0.9,41,41. Slovak Republic
Bulgaria,R&D (% of GDP),0.8,42,42. Bulgaria
Cyprus,R&D (% of GDP),0.8,43,43. Cyprus
"Iran, Islamic Rep.",R&D (% of GDP),0.7,44,"44. Iran, Islamic Rep."
Latvia,R&D (% of GDP),0.7,45,45. Latvia
Malta,R&D (% of GDP),0.7,46,46. Malta
Qatar,R&D (% of GDP),0.7,47,47. Qatar
South Africa,R&D (% of GDP),0.6,48,48. South Africa
Uruguay,R&D (% of GDP),0.6,49,49. Uruguay
Argentina,R&D (% of GDP),0.5,50,50. Argentina
Belarus,R&D (% of GDP),0.5,51,51. Belarus
Romania,R&D (% of GDP),0.5,52,52. Romania
Chile,R&D (% of GDP),0.4,53,53. Chile
"Macao SAR, China",R&D (% of GDP),0.4,54,"54. Macao SAR, China"
Mauritius,R&D (% of GDP),0.4,55,55. Mauritius
North Macedonia,R&D (% of GDP),0.4,56,56. North Macedonia
Saudi Arabia,R&D (% of GDP),0.4,57,57. Saudi Arabia
Ukraine,R&D (% of GDP),0.4,58,58. Ukraine
Viet Nam,R&D (% of GDP),0.4,59,59. Viet Nam
Burkina Faso,R&D (% of GDP),0.3,60,60. Burkina Faso
Costa Rica,R&D (% of GDP),0.3,61,61. Costa Rica
Cuba,R&D (% of GDP),0.3,62,62. Cuba
Mexico,R&D (% of GDP),0.3,63,63. Mexico
Oman,R&D (% of GDP),0.3,64,64. Oman
Armenia,R&D (% of GDP),0.2,65,65. Armenia
Azerbaijan,R&D (% of GDP),0.2,66,66. Azerbaijan
Bosnia and Herzegovina,R&D (% of GDP),0.2,67,67. Bosnia and Herzegovina
El Salvador,R&D (% of GDP),0.2,68,68. El Salvador
Georgia,R&D (% of GDP),0.2,69,69. Georgia
Mali,R&D (% of GDP),0.2,70,70. Mali
Moldova,R&D (% of GDP),0.2,71,71. Moldova
Pakistan,R&D (% of GDP),0.2,72,72. Pakistan
Panama,R&D (% of GDP),0.2,73,73. Panama
Guatemala,R&D (% of GDP),0.1,74,74. Guatemala
Kazakhstan,R&D (% of GDP),0.1,75,75. Kazakhstan
Kyrgyz Republic,R&D (% of GDP),0.1,76,76. Kyrgyz Republic
Mongolia,R&D (% of GDP),0.1,77,77. Mongolia
Myanmar,R&D (% of GDP),0.1,78,78. Myanmar
Paraguay,R&D (% of GDP),0.1,79,79. Paraguay
Peru,R&D (% of GDP),0.1,80,80. Peru
Trinidad and Tobago,R&D (% of GDP),0.1,81,81. Trinidad and Tobago
Turkmenistan,R&D (% of GDP),0.1,82,82. Turkmenistan
Uzbekistan,R&D (% of GDP),0.1,83,83. Uzbekistan
Iraq,R&D (% of GDP),0,84,84. Iraq
Russian Federation,Surface area,17125.2,1,1. Russian Federation
Canada,Surface area,15634.4,2,2. Canada
United States,Surface area,9831.5,3,3. United States
China,Surface area,9562.9,4,4. China
Brazil,Surface area,8510.4,5,5. Brazil
Australia,Surface area,7741.2,6,6. Australia
India,Surface area,3287.3,7,7. India
Argentina,Surface area,2780.4,8,8. Argentina
Kazakhstan,Surface area,2724.9,9,9. Kazakhstan
Algeria,Surface area,2381.7,10,10. Algeria
"Congo, Dem. Rep.",Surface area,2344.9,11,"11. Congo, Dem. Rep."
Saudi Arabia,Surface area,2149.7,12,12. Saudi Arabia
Mexico,Surface area,1957.2,13,13. Mexico
Indonesia,Surface area,1916.9,14,14. Indonesia
Sudan,Surface area,1878,15,15. Sudan
Libya,Surface area,1759.5,16,16. Libya
"Iran, Islamic Rep.",Surface area,1745.2,17,"17. Iran, Islamic Rep."
Mongolia,Surface area,1564.1,18,18. Mongolia
Peru,Surface area,1285.2,19,19. Peru
Chad,Surface area,1284,20,20. Chad
Niger,Surface area,1267,21,21. Niger
Angola,Surface area,1246.7,22,22. Angola
Mali,Surface area,1240.2,23,23. Mali
South Africa,Surface area,1219.1,24,24. South Africa
Colombia,Surface area,1140.6,25,25. Colombia
Ethiopia,Surface area,1136.2,26,26. Ethiopia
Bolivia,Surface area,1098.6,27,27. Bolivia
Mauritania,Surface area,1030.7,28,28. Mauritania
"Egypt, Arab Rep.",Surface area,1001.5,29,"29. Egypt, Arab Rep."
Tanzania,Surface area,947.3,30,30. Tanzania
Nigeria,Surface area,923.8,31,31. Nigeria
"Venezuela, RB",Surface area,912.1,32,"32. Venezuela, RB"
Namibia,Surface area,824.3,33,33. Namibia
Mozambique,Surface area,799.4,34,34. Mozambique
Pakistan,Surface area,796.1,35,35. Pakistan
Turkiye,Surface area,785.4,36,36. Turkiye
Chile,Surface area,757.2,37,37. Chile
Zambia,Surface area,752.6,38,38. Zambia
Myanmar,Surface area,676.6,39,39. Myanmar
Afghanistan,Surface area,652.9,40,40. Afghanistan
South Sudan,Surface area,646.9,41,41. South Sudan
"Somalia, Fed. Rep.",Surface area,637.7,42,"42. Somalia, Fed. Rep."
Norway,Surface area,624.5,43,43. Norway
Central African Republic,Surface area,623,44,44. Central African Republic
France,Surface area,606.4,45,45. France
Ukraine,Surface area,603.6,46,46. Ukraine
Kenya,Surface area,592,47,47. Kenya
Madagascar,Surface area,587.3,48,48. Madagascar
Botswana,Surface area,581.7,49,49. Botswana
Sweden,Surface area,528.7,50,50. Sweden
"Yemen, Rep.",Surface area,528,51,"51. Yemen, Rep."
Thailand,Surface area,513.1,52,52. Thailand
Spain,Surface area,506,53,53. Spain
Turkmenistan,Surface area,491.2,54,54. Turkmenistan
Cameroon,Surface area,475.4,55,55. Cameroon
Papua New Guinea,Surface area,462.8,56,56. Papua New Guinea
Uzbekistan,Surface area,448.9,57,57. Uzbekistan
Morocco,Surface area,446.6,58,58. Morocco
Iraq,Surface area,435.1,59,59. Iraq
Greenland,Surface area,410.5,60,60. Greenland
Paraguay,Surface area,406.8,61,61. Paraguay
Zimbabwe,Surface area,390.8,62,62. Zimbabwe
Japan,Surface area,378,63,63. Japan
Germany,Surface area,357.7,64,64. Germany
"Congo, Rep.",Surface area,342,65,"65. Congo, Rep."
Finland,Surface area,338.5,66,66. Finland
Viet Nam,Surface area,331.3,67,67. Viet Nam
Malaysia,Surface area,330.4,68,68. Malaysia
Cote d'Ivoire,Surface area,322.5,69,69. Cote d'Ivoire
Poland,Surface area,313.9,70,70. Poland
Oman,Surface area,309.5,71,71. Oman
Italy,Surface area,302.1,72,72. Italy
Philippines,Surface area,300,73,73. Philippines
Burkina Faso,Surface area,274.2,74,74. Burkina Faso
Gabon,Surface area,267.7,75,75. Gabon
New Zealand,Surface area,267.7,76,76. New Zealand
Ecuador,Surface area,256.4,77,77. Ecuador
Guinea,Surface area,245.9,78,78. Guinea
United Kingdom,Surface area,243.6,79,79. United Kingdom
Uganda,Surface area,241.6,80,80. Uganda
Ghana,Surface area,238.5,81,81. Ghana
Romania,Surface area,238.4,82,82. Romania
Lao PDR,Surface area,236.8,83,83. Lao PDR
Guyana,Surface area,215,84,84. Guyana
Belarus,Surface area,207.6,85,85. Belarus
Kyrgyz Republic,Surface area,200,86,86. Kyrgyz Republic
Senegal,Surface area,196.7,87,87. Senegal
Syrian Arab Republic,Surface area,185.2,88,88. Syrian Arab Republic
Cambodia,Surface area,181,89,89. Cambodia
Uruguay,Surface area,176.2,90,90. Uruguay
Suriname,Surface area,163.8,91,91. Suriname
Tunisia,Surface area,163.6,92,92. Tunisia
Bangladesh,Surface area,147.6,93,93. Bangladesh
Nepal,Surface area,147.2,94,94. Nepal
Dominican Republic,Surface area,146.8,95,95. Dominican Republic
Tajikistan,Surface area,141.4,96,96. Tajikistan
Greece,Surface area,132,97,97. Greece
Nicaragua,Surface area,130.4,98,98. Nicaragua
Eritrea,Surface area,121.8,99,99. Eritrea
"Korea, Dem. People's Rep.",Surface area,120.5,100,"100. Korea, Dem. People's Rep."
Malawi,Surface area,118.5,101,101. Malawi
Benin,Surface area,114.8,102,102. Benin
Honduras,Surface area,112.5,103,103. Honduras
Liberia,Surface area,111.4,104,104. Liberia
Bulgaria,Surface area,111,105,105. Bulgaria
Cuba,Surface area,109.9,106,106. Cuba
Guatemala,Surface area,108.9,107,107. Guatemala
Iceland,Surface area,103,108,108. Iceland
"Korea, Rep.",Surface area,100.5,109,"109. Korea, Rep."
United Arab Emirates,Surface area,98.6,110,110. United Arab Emirates
Hungary,Surface area,93,111,111. Hungary
Portugal,Surface area,92.2,112,112. Portugal
Jordan,Surface area,89.3,113,113. Jordan
Croatia,Surface area,88.1,114,114. Croatia
Azerbaijan,Surface area,86.6,115,115. Azerbaijan
Serbia,Surface area,85,116,116. Serbia
Austria,Surface area,83.9,117,117. Austria
